Name,Gender
abdussubbooh,M
abid,M
abidin,M
abisali,M
abrad,M
abrar,M
abrash,M
absi,M
abthi,M
abualkhayr,M
abubakr,M
abulhassan,M
abyad,M
abyan,M
abzari,M
adam,M
adan,M
adawi,M
adbulqawi,M
adeeb,M
adeel,M
adeem,M
adel,M
adham,M
adheem,M
adib,M
adil,M
adiy,M
adli,M
adnan,M
aduzzahir,M
adyan,M
afaaq,M
afeef,M
affan,M
afham,M
afif,M
afiq,M
aflah,M
afraz,M
afruz,M
aftaab,M
aftab,M
afzal,M
agharr,M
ahab,M
ahad,M
ahmad,M
ahmar,M
ahmed,M
ahnaf,M
ahsan,M
ahwas,M
ahyan,M
ahzab,M
aidan,M
aidh,M
aijaz,M
aiman,M
aizat,M
ajer,M
ajib,M
ajlah,M
ajmal,M
akbar,M
akdas,M
akeem,M
akhas,M
akhdan,M
akhfash,M
akhlaq,M
akhtar,M
akif,M
akil,M
akmal,M
akram,M
alaaldin,M
alabbas,M
aladdin,M
albara,M
alhakam,M
alharith,M
alhasan,M
alhusain,M
alhusayn,M
alim,M
aliyy,M
almahdi,M
alman,M
almir,M
alsafi,M
altaf,M
altair,M
altamash,M
altayyib,M
altijani,M
altufail,M
altufayl,M
amaan,M
amaar,M
amam,M
amayr,M
ameen,M
ameer,M
amer,M
amid,M
amin,M
amir,M
amjad,M
ammaar,M
ammar,M
amro,M
anas,M
anasah,M
aneeq,M
anees,M
aniq,M
anis,M
anjam,M
ansar,M
antarah,M
anwaar,M
anwar,M
anzar,M
aqdas,M
aqeel,M
aqeil,M
aqil,M
arbaaz,M
arbab,M
areeb,M
areez,M
arfan,M
arham,M
arif,M
arish,M
armaan,M
arman,M
arqam,M
arsal,M
arsalaan,M
arsh,M
arshad,M
arshaq,M
arslan,M
artah,M
aryan,M
asad,M
asadel,M
asar,M
asbagh,M
asbat,M
aseed,M
asfar,M
asgar,M
asghar,M
ashaath,M
ashar,M
ashaz,M
asher,M
ashfaq,M
ashik,M
ashim,M
ashmaan,M
ashmath,M
ashraf,M
asif,M
asim,M
aslam,M
asrar,M
aswad,M
ataa,M
ataallah,M
ataalrahman,M
ataubaq,M
ateeb,M
athar,M
athazaz,M
athier,M
athil,M
athir,M
atif,M
atik,M
atiq,M
attiq,M
awad,M
awwab,M
ayaan,M
ayaaz,M
ayaz,M
aybak,M
aydin,M
ayham,M
aymaan,M
ayman,M
ayoob,M
ayser,M
ayub,M
ayyash,M
ayyub,M
azaan,M
azab,M
azad,M
azeem,M
azfer,M
azhar,M
azim,M
aziz,M
azlan,M
azmat,M
azraq,M
azraqi,M
azzam,M
baahir,M
baasim,M
babar,M
baber,M
badi,M
badialzaman,M
badr,M
badraldin,M
badri,M
baha,M
bahaaldin,M
bahij,M
bahir,M
bahiyyaldin,M
bakr,M
bakri,M
baligh,M
bandar,M
baqar,M
baqir,M
barakah,M
barir,M
barkat,M
barr,M
barraq,M
basel,M
basem,M
bashaar,M
bashar,M
basharat,M
bashir,M
bashshar,M
basil,M
basim,M
basir,M
bassam,M
batal,M
bayhas,M
bazaan,M
bazam,M
behzad,M
bilal,M
bishr,M
boulos,M
budail,M
budayl,M
bulhut,M
burak,M
burayd,M
burhaan,M
burhan,M
bushr,M
butrus,M
daamin,M
daanish,M
dabbah,M
dabir,M
daghfal,M
dakhil,M
dameer,M
damurah,M
dani,M
daniel,M
danish,M
daniyal,M
darim,M
darwish,M
daud,M
dawid,M
dawlah,M
dawoud,M
dawud,M
dayyan,M
dean,M
deen,M
dhakir,M
dhakiy,M
dhakwan,M
dhiya,M
dhulfiqar,M
dilawar,M
dildar,M
dinar,M
dirar,M
diya,M
diyaaldin,M
diyari,M
dizhwar,M
duha,M
duqaq,M
ehan,M
ehsaas,M
ehsan,M
eijaz,M
eisa,M
ejaz,M
elamin,M
emran,M
faaiz,M
faakhir,M
faaris,M
faaz,M
fadi,M
fadil,M
fadl,M
fadlallah,M
faeq,M
fahad,M
fahd,M
faheem,M
fahim,M
fahmi,M
fahyim,M
faik,M
faiq,M
faisal,M
faiyaz,M
faiz,M
faizaan,M
faizan,M
fajaruddin,M
fajer,M
fakeeh,M
fakhir,M
fakhr,M
fakhraldin,M
fakhri,M
fakhrul,M
fakhry,M
fakih,M
falah,M
falih,M
faqeeh,M
farafisa,M
faraj,M
farasat,M
faraz,M
fardeen,M
fareed,M
fareeq,M
farees,M
farhan,M
farid,M
fariq,M
faris,M
farooq,M
farouk,M
farraj,M
farrukh,M
faruq,M
fasahat,M
faseeh,M
fateen,M
fateh,M
fath,M
fathi,M
fatih,M
fatik,M
fatin,M
fattah,M
fawad,M
fawwaz,M
fawz,M
fawzan,M
fawzi,M
fayaaz,M
fayd,M
fayek,M
faysal,M
fayyad,M
fayzan,M
fazal,M
fazan,M
feroz,M
ferran,M
fida,M
fiddah,M
fidyan,M
fikri,M
firas,M
firoz,M
fizan,M
fouad,M
fuad,M
fudail,M
fujai,M
furozh,M
fuwad,M
fuzail,M
gamal,M
gamali,M
ghaith,M
ghali,M
ghalib,M
ghanem,M
ghanim,M
ghannam,M
ghasaan,M
ghassan,M
ghauth,M
ghawth,M
ghayoor,M
ghayth,M
ghazalan,M
ghazanfar,M
ghazawan,M
ghazi,M
ghazwan,M
ghazzal,M
ghiyath,M
ghufran,M
ghulam,M
ghunayn,M
ghusharib,M
ghusun,M
ghutayf,M
gohar,M
gulab,M
gulfam,M
gulshan,M
gulzar,M
haadee,M
haaris,M
haashir,M
haaziq,M
habbab,M
habeebullah,M
habib,M
habis,M
hadad,M
haddad,M
hadee,M
hadi,M
hadid,M
hafid,M
hafiz,M
hafs,M
haider,M
haikal,M
haitham,M
haji,M
hajib,M
hajjaj,M
hakeem,M
hakem,M
hakim,M
haleef,M
haleem,M
halim,M
hallaj,M
halwani,M
hamal,M
hamas,M
hamd,M
hamdan,M
hamdhy,M
hamdi,M
hameem,M
hami,M
hamid,M
hamim,M
hammad,M
hammam,M
hamood,M
hamza,M
hamzah,M
hana,M
hanai,M
hanash,M
hanbal,M
haneef,M
hani,M
hanif,M
hanifah,M
hannad,M
haris,M
harisah,M
harith,M
haroon,M
haroun,M
harun,M
hasan,M
haseeb,M
haseen,M
hasham,M
hashid,M
hashim,M
hashir,M
hashmat,M
hasib,M
hasnain,M
hassan,M
hatib,M
hatim,M
hawshab,M
hayaat,M
haydar,M
hayder,M
haytham,M
hayyam,M
hayyan,M
hazim,M
haziq,M
hesam,M
hibah,M
hibbaan,M
hidayat,M
hilal,M
hilel,M
hilmi,M
himayat,M
hisham,M
hissan,M
hooman,M
hosaam,M
houd,M
houda,M
hubaab,M
hudad,M
hudhafah,M
hudhaifah,M
hudhayfah,M
hujayyah,M
hujjat,M
humaid,M
humair,M
humam,M
humayl,M
humayun,M
humd,M
humza,M
hurairah,M
hurayth,M
hurmat,M
hurrah,M
husain,M
husam,M
husamaldin,M
husayn,M
husni,M
hussain,M
hussein,M
huthayfa,M
huzaifah,M
huzayfah,M
huzayl,M
ibaad,M
ibrahim,M
idris,M
iftikhar,M
ihab,M
ihsan,M
ihtesham,M
ihtiram,M
ihtisham,M
ihtsham,M
ijaz,M
ijli,M
ikrimah,M
ilan,M
ilias,M
ilifat,M
ilyas,M
imaad,M
imaan,M
imad,M
imadaldin,M
imam,M
imran,M
imtiaz,M
imtiyaz,M
inaam,M
inam,M
inayat,M
iniat,M
insaf,M
intaj,M
intikhab,M
intizar,M
iqbal,M
iqraam,M
iqrit,M
iqtidar,M
irfan,M
isam,M
ishaq,M
ishrat,M
ishtiyaq,M
iskandar,M
islam,M
ismah,M
ismail,M
israr,M
issam,M
issar,M
istakhri,M
ithaar,M
itimad,M
iyaad,M
iyaas,M
iyad,M
iyas,M
izaan,M
izyan,M
izzaldin,M
izzat,M
jaan,M
jabalah,M
jabbar,M
jabir,M
jabr,M
jadallah,M
jafar,M
jaffer,M
jahangir,M
jahanzeb,M
jahdami,M
jahdari,M
jahiz,M
jahm,M
jalal,M
jalalaldin,M
jaleel,M
jalees,M
jalil,M
jamal,M
jamalaldin,M
jameel,M
jamesha,M
jamil,M
jaraah,M
jareer,M
jari,M
jarir,M
jariyah,M
jarood,M
jarrar,M
jasim,M
jasmir,M
jauhar,M
jaul,M
jaun,M
javed,M
javeed,M
javier,M
jawad,M
jawdah,M
jawdan,M
jawhar,M
jazib,M
jazlaan,M
jeelan,M
jibran,M
jibril,M
jihad,M
jiyad,M
juayl,M
jubair,M
jubayr,M
juhaym,M
juma,M
jumah,M
jumanah,M
jummal,M
jumuah,M
junaid,M
junayd,M
jundub,M
juthamah,M
juwain,M
juwayn,M
kaamil,M
kaashif,M
kabeer,M
kabir,M
kadar,M
kadeen,M
kadeer,M
kadin,M
kadir,M
kafeel,M
kahil,M
kaiser,M
kajji,M
kalbi,M
kaleem,M
kaleema,M
kalil,M
kaliq,M
kamal,M
kameel,M
kamil,M
kamran,M
karam,M
kardal,M
kareef,M
kareem,M
karif,M
karim,M
kasam,M
kaseeb,M
kaseem,M
kashan,M
kashif,M
kasib,M
kasim,M
kateb,M
katib,M
kawkab,M
kawthar,M
kaysan,M
kazi,M
kazim,M
kedar,M
keyaan,M
khadim,M
khafid,M
khairaldin,M
khairi,M
khairy,M
khalaf,M
khalam,M
khaldoon,M
khaldun,M
khaled,M
khaleed,M
khaleel,M
khaleeq,M
khalid,M
khalifah,M
khalil,M
khalilalallah,M
khalis,M
khallad,M
kharijah,M
khasib,M
khateeb,M
khatib,M
khawar,M
khayaam,M
khayr,M
khayri,M
khayyat,M
khazin,M
khidash,M
khidr,M
khirash,M
khoury,M
khubaib,M
khubayb,M
khulayd,M
khulus,M
khunays,M
khuram,M
khuraymah,M
khurram,M
khursheed,M
khurshid,M
khushbakht,M
khushtar,M
khuzaimah,M
khuzaymah,M
kifayat,M
kinza,M
kishwar,M
kurayb,M
kutaiba,M
labeeb,M
labib,M
lablab,M
lahiah,M
laiq,M
laith,M
lajlaj,M
laqeet,M
lateef,M
latif,M
layth,M
liban,M
limazah,M
liyaqat,M
luay,M
lubaid,M
lubayd,M
luqman,M
lutf,M
lutfi,M
maaz,M
mabad,M
madani,M
madiyan,M
madyan,M
mahad,M
mahaz,M
mahbeer,M
mahbub,M
mahd,M
mahdi,M
maher,M
mahfuj,M
mahfuz,M
mahir,M
mahja,M
mahjub,M
mahmoud,M
mahmud,M
mahrus,M
maimun,M
main,M
majd,M
majdaldin,M
majdi,M
majdy,M
majid,M
makhdoom,M
makin,M
makki,M
malih,M
malik,M
mamdouh,M
mamduh,M
mamoon,M
mamun,M
mandhur,M
mansoor,M
mansur,M
manzar,M
manzoor,M
maqbool,M
maqil,M
marghoob,M
marghub,M
marid,M
marudeen.,M
maruf,M
marwan,M
marzuq,M
masarrat,M
mashal,M
mashhood,M
mashhud,M
mashhur,M
mashkoor,M
masood,M
masoud,M
masroor,M
masrur,M
masud,M
masum,M
masun,M
mateen,M
matloob,M
mawsil,M
maymun,M
maysarah,M
mazhar,M
mazin,M
mehboob,M
mehtab,M
mekka,M
mensur,M
miftah,M
mihran,M
mihyar,M
mika,M
mikail,M
mimar,M
minhaj,M
miqdad,M
miraj,M
mirsab,M
misbah,M
mishaal,M
mishal,M
miskeen,M
mistah,M
miyaz,M
moazzam,M
mobeen,M
moeenuddin,M
moeez,M
moemen,M
mohammed,M
mohid,M
mohsin,M
mokbul,M
moosa,M
mostafa,M
motasim,M
motaz,M
mounir,M
mourad,M
muadh,M
muafa,M
mualla,M
muallim,M
muammar,M
muammer,M
muawiyah,M
muawwiz,M
muayyad,M
muballigh,M
mubarak,M
mubaraq,M
mubashir,M
mubassir,M
mubeen,M
mubid,M
mubin,M
mudabbir,M
mudar,M
mudasir,M
mudasser,M
muddaththir,M
mueen,M
mueez,M
mufaddal,M
mufakkir,M
mufallah,M
mufeed,M
mufid,M
muflih,M
mufti,M
mughith,M
muhab,M
muhafiz,M
muhaimin,M
muhair,M
muhajir,M
muhammad,M
muhanna,M
muhannad,M
muhanned,M
muharrem,M
muhayr,M
muhdee,M
muheet,M
muhib,M
muhibb,M
muhriz,M
muhsin,M
muhtadi,M
muhtashim,M
muhyialdin,M
muin,M
muinuddeen,M
muiz,M
muizz,M
mujab,M
mujaddid,M
mujahid,M
mujazziz,M
mujeeb,M
mujibur,M
mujtaba,M
mukarram,M
mukhlis,M
mukhtar,M
mukthadir,M
mulayl,M
mulham,M
mulhim,M
mumin,M
mummar,M
mumtaz,M
munaf,M
munahid,M
munawwar,M
mundhir,M
muneeb,M
muneer,M
munib,M
munif,M
munir,M
munis,M
munjid,M
munkadir,M
munqad,M
munsif,M
muntasir,M
muntazir,M
munzir,M
muqaddas,M
muqatadir,M
muqbil,M
muqtasid,M
murabbi,M
murad,M
mursal,M
murshid,M
murtaad,M
murtada,M
murtadaa,M
murtadhy,M
murtadi,M
murtaza,M
musa,M
musab,M
musad,M
musaddiq,M
musaid,M
museeb,M
musharraf,M
musheer,M
mushfiq,M
mushir,M
mushtaq,M
muslih,M
muslim,M
mussarrat,M
mustaeen,M
mustafa,M
mustafeed,M
mustahsan,M
mustajab,M
mustakim,M
mustaneer,M
mustaqeem,M
mustatab,M
muta,M
mutahhir,M
mutashim,M
mutasim,M
mutawalli,M
mutawassit,M
mutayyib,M
mutazz,M
muthanna,M
muti,M
muttaqi,M
muttee,M
muwaffaq,M
muyassar,M
muzaffar,M
muzakkir,M
muzammil,M
muzhir,M
muzzammil,M
naadir,M
nabeel,M
nabhan,M
nabigh,M
nabighah,M
nabih,M
nabil,M
nadeem,M
nadhir,M
nadim,M
nadir,M
nadr,M
naeem,M
nafasat,M
nafees,M
nafi,M
nafis,M
nahid,M
naib,M
naif,M
nail,M
naim,M
najair,M
najam,M
najeeb,M
najeed,M
naji,M
najib,M
najid,M
najih,M
najjar,M
najm,M
najmaldin,M
naman,M
nameer,M
namik,M
namir,M
naqeeb,M
naqi,M
naqid,M
naqqaash,M
naseef,M
naseem,M
naseer,M
nashah,M
nashat,M
nashit,M
nashwan,M
nasib,M
nasif,M
nasih,M
nasim,M
nasir,M
nasiraldin,M
nasmi,M
nasr,M
nasri,M
nasser,M
nasuh,M
natiq,M
naushad,M
naveed,M
navid,M
nawaf,M
nawaz,M
nawfal,M
nawwaf,M
nayab,M
nayif,M
nazakat,M
nazar,M
nazeef,M
nazeeh,M
nazeem,M
nazeer,M
nazih,M
nazim,M
nazir,M
nazmi,M
nehan,M
nibras,M
nidal,M
nihal,M
nijad,M
nimr,M
nishaaj,M
nithar,M
niyaz,M
nizam,M
nizar,M
nizzar,M
noman,M
nooh,M
noor,M
noorali,M
noori,M
noraiz,M
nour,M
noureddine,M
nuaim,M
nuaym,M
nubaid,M
nuhaid,M
nuhayd,M
numair,M
numan,M
nuraldin,M
nuraz,M
nurdeen,M
nurfirdaus,M
nuri,M
nurulqiblatayn,M
nusayb,M
nusayr,M
nusrah,M
nusrat,M
obaid,M
omair,M
omar,M
osama,M
owais,M
parsa,M
parvez,M
pervaiz,M
qaadir,M
qabeel,M
qadar,M
qadeer,M
qadi,M
qadim,M
qahtan,M
qaim,M
qais,M
qamar,M
qani,M
qanit,M
qareeb,M
qaseem,M
qasid,M
qasif,M
qasim,M
qatadah,M
qawee,M
qays,M
quadir,M
qudamah,M
qudoos,M
qurban,M
qusay,M
qutaibah,M
qutaybah,M
qutb,M
qutuz,M
raahil,M
raamis,M
raamiz,M
raashid,M
rabah,M
rabar,M
rabbani,M
rabee,M
rabi,M
rabiah,M
rabit,M
radi,M
raees,M
rafan,M
rafay,M
rafee,M
rafeek,M
rafi,M
rafid,M
rafik,M
rafiq,M
ragheb,M
raghib,M
raghid,M
rahat,M
raheel,M
raheesh,M
rahil,M
rahim,M
rahman,M
rahmat,M
raid,M
raif,M
raihan,M
rais,M
raiyan,M
raja,M
rajaa,M
rajab,M
raji,M
rajih,M
rakeem,M
rakhshan,M
rakin,M
ramadan,M
rameez,M
rami,M
ramih,M
ramin,M
ramiz,M
ramzi,M
rani,M
raonar,M
raquib,M
raseem,M
rashad,M
rashdan,M
rasheed,M
rashid,M
rasil,M
rasin,M
rasmi,M
rasool,M
rasul,M
ratib,M
rauf,M
rawahah,M
rawdah,M
rawh,M
rayan,M
rayees,M
rayhaan,M
rayhan,M
rayn,M
rayyan,M
raza,M
razam,M
razeen,M
razin,M
reda,M
rehan,M
rehma,M
rehmatullah,M
reza,M
riaz,M
rida,M
ridha,M
ridwan,M
rifaah,M
rihab,M
risay,M
riyad,M
riyadh,M
riyasat,M
rizq,M
rizwan,M
robeel,M
rohail,M
roshan,M
rowel,M
ruhi,M
rukanah,M
rushd,M
rushdi,M
ruwaid,M
ruwayd,M
ruwayfi,M
saad,M
saadah,M
saadat,M
saafir,M
saahir,M
saaiq,M
saal,M
saaqib,M
sabbir,M
sabeeh,M
sabeer,M
sabih,M
sabil,M
sabiq,M
sabir,M
sabri,M
sabur,M
saburah,M
sadad,M
sadaldin,M
sadan,M
sadaqat,M
sadeed,M
sadeem,M
sadid,M
sadik,M
sadiq,M
sadit,M
sadun,M
saeed,M
safdar,M
safeenah,M
safeer,M
saffar,M
safi,M
safiy,M
safiyaldin,M
safiyallah,M
safiyy,M
safuh,M
safulislam,M
safwah,M
safwan,M
safwat,M
sagheer,M
sahab,M
sahar,M
saheim,M
sahib,M
sahil,M
sahir,M
sahl,M
sahm,M
sahmir,M
saib,M
said,M
saif,M
saifaldin,M
saifan,M
saifulazman,M
saim,M
sair,M
sairah,M
saji,M
sajid,M
sajjad,M
sakhawat,M
sakhr,M
sakhrah,M
salaahddinn,M
salaam,M
salah,M
salahaldin,M
salam,M
salamah,M
salamat,M
salar,M
saleel,M
saleem,M
saleh,M
salif,M
salih,M
salik,M
salim,M
salman,M
salsaal,M
salsal,M
salt,M
sameed,M
sameer,M
sameh,M
sami,M
samih,M
samir,M
samit,M
samman,M
sanaullah,M
sanawbar,M
saood,M
saqer,M
saqib,M
saqr,M
sarab,M
sarfaraz,M
sarfraz,M
sarim,M
sariyah,M
sarmad,M
sarosh,M
sarwar,M
sati,M
saud,M
sawa,M
sawad,M
sawlat,M
sawwaf,M
sayf,M
sayfiyy,M
sayhan,M
sayid,M
sayyar,M
sayyid,M
seema,M
seif,M
shaaf,M
shaariq,M
shabaan,M
shabab,M
shabah,M
shaban,M
shabaz,M
shabb,M
shabbeer,M
shabbir,M
shabeeh,M
shabib,M
shad,M
shadab,M
shadan,M
shadeed,M
shadhin,M
shadi,M
shadin,M
shafaat,M
shafee,M
shafeeq,M
shafi,M
shafin,M
shafiq,M
shafiulla,M
shafqat,M
shah,M
shahab,M
shahadat,M
shahan,M
shaharyar,M
shahbaz,M
shaheed,M
shaheem,M
shaheen,M
shaheer,M
shahid,M
shahin,M
shahir,M
shahnawaz,M
shahrukh,M
shahrul,M
shahzad,M
shahzaib,M
shahzor,M
shairyaar,M
shajee,M
shakeel,M
shakib,M
shakir,M
shallal,M
shamal,M
shamas,M
shameel,M
shameem,M
shamel,M
shamil,M
shamim,M
shammyn,M
shams,M
shamsaldin,M
shamshad,M
shamsheer,M
shamsideen,M
shamsulhaq,M
shan,M
shaqeeq,M
sharaf,M
sharafat,M
sharaheel,M
shareef,M
shareek,M
sharif,M
sharifudin,M
shariq,M
sharique,M
sharjeel,M
shaukat,M
shawaiz,M
shawqi,M
shayaan,M
shayan,M
shaybah,M
shazad,M
shazeb,M
shaziya,M
shehran,M
shehroze,M
shehryaar,M
shehyar,M
shehzaad,M
sheraz,M
sheryar,M
shibli,M
shifa,M
shihab,M
shihabaldin,M
shihad,M
shiraz,M
shoaib,M
shuaa,M
shuaib,M
shuayb,M
shuja,M
shukri,M
shumayl,M
shuneal,M
shurahbeel,M
shurayh,M
shuraym,M
siddiq,M
sifet,M
sikandar,M
silah,M
simak,M
sinan,M
siraj,M
sirajaldin,M
siwar,M
sofian,M
sohaib,M
sohail,M
souffian,M
subhan,M
subhi,M
sufyan,M
suhaan,M
suhaib,M
suhail,M
suhaim,M
suhayb,M
suhayl,M
suhaym,M
suheb,M
sulaiman,M
sulayk,M
sulayman,M
sultaan,M
sultan,M
sumayya,M
sumrah,M
suoud,M
suraqah,M
surayj,M
surur,M
suud,M
suwaybit,M
suwayd,M
sydeek,M
syed,M
taanish,M
taban,M
tabassum,M
tabish,M
taha,M
tahawwur,M
taheem,M
tahir,M
tahmeed,M
tahmid,M
tahoor,M
tahseen,M
tahsin,M
taimallah,M
taimur,M
tajaldin,M
tajammal,M
tajammul,M
tajudinn,M
talal,M
talat,M
talha,M
talhah,M
tali,M
talib,M
tamam,M
tameem,M
tameez,M
tamim,M
tamir,M
tamkeen,M
tammam,M
tanim,M
tanveer,M
tanwir,M
taqiy,M
taqiyy,M
tarannum,M
tareef,M
tarif,M
tariq,M
tasadduq,M
tasawwar,M
taseen,M
taslim,M
tasneen,M
taufiq,M
tauqeer,M
tawbah,M
tawfeeq,M
tawfiq,M
tawhid,M
tawoos,M
tawseef,M
taymallah,M
taymullah,M
taymur,M
taysir,M
tayyab,M
tayyib,M
tazeem,M
tazneem,M
tehseen,M
thabit,M
thalabah,M
thaman,M
thamar,M
thamer,M
thamir,M
thaqaf,M
thaqib,M
tharwat,M
thauban,M
thawab,M
thawban,M
thayer,M
thumamah,M
tihami,M
tobias,M
toqeer,M
tufayl,M
tulayb,M
tunveer,M
turhan,M
ubadah,M
ubaid,M
ubaidah,M
ubayd,M
ubaydah,M
ubaydullah,M
ubayy,M
udail,M
uday,M
udayl,M
uhban,M
ulfat,M
umair,M
umar,M
umarah,M
umayr,M
umayyah,M
umran,M
unais,M
unal,M
unays,M
uqbah,M
urfee,M
urooj,M
urwah,M
usaim,M
usama,M
usamah,M
usayd,M
usaym,M
usman,M
utbah,M
uthal,M
uthman,M
uwayam,M
uzair,M
uzayr,M
waail,M
waddah,M
wadi,M
wadid,M
wafa,M
wafeeq,M
wafi,M
wafiq,M
wahab,M
wahb,M
wahban,M
waheed,M
wahhab,M
wahhaj,M
wahib,M
wahid,M
wail,M
wais,M
waiz,M
wajdaan,M
wajdi,M
wajeeh,M
wajid,M
wajih,M
wakalat,M
wakeel,M
wakil,M
waleed,M
wali,M
walid,M
walif,M
waliuddin,M
waliyaldin,M
waliyallah,M
waqaar,M
waqar,M
waqas,M
waqqas,M
ward,M
wasay,M
waseem,M
wasif,M
wasil,M
wasim,M
watheq,M
wazir,M
wildan,M
wisam,M
yafi,M
yaghnam,M
yahya,M
yaman,M
yameen,M
yaqeen,M
yaqoot,M
yaqub,M
yasar,M
yaseen,M
yasin,M
yasir,M
yasser,M
yathrib,M
yawar,M
yawer,M
yazan,M
yazeed,M
yazid,M
yoonus,M
youssef,M
yuhannis,M
yunus,M
yusef,M
yushua,M
yusr,M
yusri,M
yusuf,M
zackariya,M
zaeem,M
zafar,M
zafir,M
zafrul,M
zaheer,M
zahi,M
zahid,M
zahir,M
zaid,M
zaigham,M
zaighum,M
zaim,M
zain,M
zair,M
zakar,M
zakariya,M
zakariyya,M
zaki,M
zakir,M
zakwan,M
zaky,M
zaman,M
zameer,M
zamil,M
zarar,M
zarif,M
zaroon,M
zarrar,M
zayan,M
zayb,M
zayd,M
zayer,M
zayn,M
zebadiyah,M
zeeshan,M
zeeya,M
zeyad,M
ziad,M
ziaud,M
zishan,M
ziyad,M
zohaib,M
zohair,M
zubair,M
zubayr,M
zuehb,M
zufar,M
zuhaib,M
zuhair,M
zuhayr,M
zuhoor,M
zulaym,M
zulfaqar,M
zulfiqar,M
zulqarnain,M
zunnoon,M
zuti,M
aabidah,F
aabirah,F
aabish,F
aadab,F
aadila,F
aaeedah,F
aaeesha,F
aafia,F
aafiya,F
aafreeda,F
aafreen,F
aaidah,F
aairah,F
aakifah,F
aala,F
aalaa,F
aaleyah,F
aalia,F
aalimah,F
aaliyah,F
aamaal,F
aamal,F
aamanee,F
aamilah,F
aaminah,F
aamira,F
aamirah,F
aanifatimahkhatoon,F
aanisah,F
aaqilah,F
aara,F
aarifah,F
aasia,F
aasimah,F
aatifa,F
aatikah,F
aatiqah,F
aatirah,F
aazeen,F
abal,F
abasah,F
abda,F
abdia,F
abeedah,F
abeela,F
abeer,F
abeera,F
abeerah,F
abia,F
abida,F
abidah,F
abir,F
abla,F
ablaa,F
ablah,F
abqurah,F
abra,F
adab,F
adara,F
